date,ts_code,name,bucket,intended_action,intended_signal_level,intended_target_weight,current_weight,close,stock_valuation_quantile,stock_valuation_quantile_source_field,industry_valuation_quantile,industry_valuation_quantile_source_field,valuation_fallback_used,valuation_fallback_reason,reason_code,reason_detail,lot_notional,minimum_lot_order_value,max_single_position_value,remaining_single_name_capacity,execution_eligible_for_new_buy,execution_ineligible_reason,pending_add_state,pending_reason,pending_until_condition,repeated_blocked_signal_suppressed,user_visible_action,rule_path
2023-04-03,600036.sh,招商银行,defensive_dividend,BUY_1,BUY_1,0.04,0.0,27.65,19.828504828504826,stock_pb_q_blended,13.453768951526799,industry_pb_q_blended,False,,LOT_SIZE_ZERO,目标变动低于整手约束，无法下达可执行订单。,,,,,False,LOT_SIZE_ZERO,False,,,False,True,hard_filter -> bucket -> valuation -> market_state -> grid -> account_constraints
2023-04-03,601318.sh,中国平安,defensive_dividend,BUY_1,BUY_1,0.04,0.0,38.32,17.324934159014877,stock_pb_q_blended,16.229482525446652,industry_pb_q_blended,False,,LOT_SIZE_ZERO,目标变动低于整手约束，无法下达可执行订单。,,,,,False,LOT_SIZE_ZERO,False,,,False,True,hard_filter -> bucket -> valuation -> market_state -> grid -> account_constraints
2023-04-04,600036.sh,招商银行,defensive_dividend,BUY_1,BUY_1,0.04,0.0,27.56,19.64574566721347,stock_pb_q_blended,16.8561942705369,industry_pb_q_blended,False,,LOT_SIZE_ZERO,目标变动低于整手约束，无法下达可执行订单。,,,,,False,LOT_SIZE_ZERO,False,,,False,True,hard_filter -> bucket -> valuation -> market_state -> grid -> account_constraints
2023-04-04,601318.sh,中国平安,defensive_dividend,BUY_1,BUY_1,0.04,0.0,38.21,16.78713716562322,stock_pb_q_blended,16.934357806867766,industry_pb_q_blended,False,,LOT_SIZE_ZERO,目标变动低于整手约束，无法下达可执行订单。,,,,,False,LOT_SIZE_ZERO,False,,,False,True,hard_filter -> bucket -> valuation -> market_state -> grid -> account_constraints
2023-04-06,600000.sh,浦发银行,defensive_dividend,BUY_1,BUY_1,0.04,0.0,6.13,4.410362020377194,stock_pb_q_blended,16.45395719263315,industry_pb_q_blended,False,,MIN_TRADE_AMOUNT,目标成交额低于最小交易额，订单被阻断。,,,,,False,MIN_TRADE_AMOUNT,False,,,False,True,hard_filter -> bucket -> valuation -> market_state -> grid -> account_constraints
2023-04-06,600036.sh,招商银行,defensive_dividend,BUY_1,BUY_1,0.04,0.0,27.08,18.317365269461078,stock_pb_q_blended,16.45395719263315,industry_pb_q_blended,False,,LOT_SIZE_ZERO,目标变动低于整手约束，无法下达可执行订单。,,,,,False,LOT_SIZE_ZERO,False,,,False,True,hard_filter -> bucket -> valuation -> market_state -> grid -> account_constraints
2023-04-06,601318.sh,中国平安,defensive_dividend,BUY_1,BUY_1,0.04,0.0,37.72,15.970798075327693,stock_pb_q_blended,15.477185996349759,industry_pb_q_blended,False,,LOT_SIZE_ZERO,目标变动低于整手约束，无法下达可执行订单。,,,,,False,LOT_SIZE_ZERO,False,,,False,True,hard_filter -> bucket -> valuation -> market_state -> grid -> account_constraints
2023-04-07,600000.sh,浦发银行,defensive_dividend,BUY_1,BUY_1,0.04,0.0,6.18,6.3771004863017,stock_pb_q_blended,16.89410092395167,industry_pb_q_blended,False,,MIN_TRADE_AMOUNT,目标成交额低于最小交易额，订单被阻断。,,,,,False,MIN_TRADE_AMOUNT,False,,,False,True,hard_filter -> bucket -> valuation -> market_state -> grid -> account_constraints
2023-04-07,600036.sh,招商银行,defensive_dividend,BUY_1,BUY_1,0.04,0.0,27.42,19.240589003681276,stock_pb_q_blended,16.89410092395167,industry_pb_q_blended,False,,LOT_SIZE_ZERO,目标变动低于整手约束，无法下达可执行订单。,,,,,False,LOT_SIZE_ZERO,False,,,False,True,hard_filter -> bucket -> valuation -> market_state -> grid -> account_constraints
2023-04-07,601318.sh,中国平安,defensive_dividend,BUY_1,BUY_1,0.04,0.0,38.27,17.356787491115853,stock_pb_q_blended,17.17128642501777,industry_pb_q_blended,False,,LOT_SIZE_ZERO,目标变动低于整手约束，无法下达可执行订单。,,,,,False,LOT_SIZE_ZERO,False,,,False,True,hard_filter -> bucket -> valuation -> market_state -> grid -> account_constraints
