date,market_regime,cash_ratio,exposure,positions_count,max_positions,executable_buy_count,account_actionable_buy_count,watch_only_count,top_watch_only_reason,raw_buy_signal_count,replacement_candidate_count,replacement_executed_count,reason_cash_not_deployed
2023-04-03,risk_on,0.8345187365060215,0.1654812634939785,1,5,1,1,0,WATCH_ONLY_CYCLICAL_DISABLED,1,0,0,UNKNOWN
2023-04-04,risk_on,0.8369308649877972,0.1630691350122028,1,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2023-04-07,risk_on,0.7576027760669255,0.2423972239330745,2,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2023-04-10,risk_on,0.7605369625542566,0.2394630374457434,2,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2023-04-17,risk_on,0.7473247927959973,0.2526752072040027,2,5,0,0,1,WATCH_ONLY_CYCLICAL_DISABLED,1,0,0,CYCLICAL_DISABLED_OR_BLOCKED
2023-04-18,risk_on,0.7484464295297535,0.2515535704702465,2,5,0,0,1,WATCH_ONLY_CYCLICAL_DISABLED,1,0,0,CYCLICAL_DISABLED_OR_BLOCKED
2023-04-19,risk_on,0.7501352117370593,0.2498647882629407,2,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2023-04-20,risk_on,0.7553981301969189,0.2446018698030811,2,5,0,0,1,WATCH_ONLY_CYCLICAL_DISABLED,1,0,0,CYCLICAL_DISABLED_OR_BLOCKED
2023-07-28,risk_on,0.4335312587458453,0.5664687412541547,5,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2023-07-31,risk_on,0.4356652497546972,0.5643347502453028,5,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2023-08-01,risk_on,0.4393943031061721,0.5606056968938279,5,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2023-08-02,risk_on,0.4365791897235317,0.5634208102764682,5,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2023-08-03,risk_on,0.4359612431662548,0.5640387568337452,5,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2023-08-04,risk_on,0.4376461656220001,0.5623538343779999,5,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2023-08-07,risk_on,0.4390769393062572,0.5609230606937428,5,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2023-08-08,risk_on,0.4397623506166918,0.5602376493833082,5,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2023-08-09,risk_on,0.4409291074569577,0.5590708925430423,5,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2023-08-10,risk_on,0.4476450008704348,0.5523549991295652,5,5,0,0,0,WATCH_ONLY_CYCLICAL_DISABLED,0,0,0,NO_RAW_SIGNAL
2024-04-29,risk_on,0.4300607160882351,0.5699392839117648,5,5,0,0,1,WATCH_ONLY_CYCLICAL_DISABLED,1,0,0,PORTFOLIO_FULL
2024-04-30,risk_on,0.4250595034115391,0.5749404965884609,5,5,0,0,1,WATCH_ONLY_CYCLICAL_DISABLED,1,0,0,PORTFOLIO_FULL
